시군명,명칭,전화번호,소재주소,위도,경도,카테고리
양평군,천사봉오토캠핑장,010-3788-6871,경기도 양평군 단월면 고북길 11,,,스포츠
파주시,하마캠핑장,010-6225-8264,경기도 파주시 적성면 국사로 297,37.96115977,126.86962150000001,스포츠
여주시,호수산장관광농원&캠핑,031-882-9779,경기도 여주시 가남읍 신해리 222-2,37.23216612,127.5416804,스포츠
군포시,초막골생태공원가족캠핑장,,경기도 군포시 산본동 919,37.34727826,126.9185992,스포츠
가평군,새연리조트 가평현리1호점,010-4150-6204,경기도 가평군 조종면 운악청계로333번길 86,37.846750799999995,127.34655559999999,스포츠
가평군,산으로간니모,031-584-5550,경기도 가평군 조종면 연인산로 670-321,37.85451211,127.39719290000001,스포츠
포천시,포천준글램핑,031-533-5966,경기도 포천시 이동면 금강로 6217-16,38.08356042,127.3898488,스포츠
파주시,임진강리조트,031-959-1318,경기도 파주시 파평면 청송로 550,37.93777543,126.8703676,스포츠
연천군,임진강글램핑,031-835-3550,경기도 연천군 미산면 어삼로 391-79,,,스포츠
양주시,일영무두리캠핑장,031-855-6102,경기도 양주시 장흥면 유원지로 176-77,37.70059514,126.94724779999999,스포츠
여주시,이포보오토캠핑장,031-881-6384,경기도 여주시 대신면 여양로 1935-177,37.3856114,127.54895810000001,스포츠
가평군,은하캠프,011-246-0287,경기도 가평군 가평읍 읍내리 967-18,37.84270577,127.50882759999999,스포츠
포천시,산마루글램핑&오토캠핑장,010-5248-7059,경기도 포천시 이동면 금강로 6584-20,38.11180592,127.3993999,스포츠
파주시,비학농원캠프장,010-9581-1160,경기도 파주시 법웝읍 만월로 613번길 217,37.89107252,126.91439199999999,스포츠
김포시,봉바위체험농원,031-983-5095,경기도 김포시 하성면 평화공원로70번길 290-97,37.74063285,126.61132590000001,스포츠
가평군,유명산라온캠핑장,031-585-5340,경기도 가평군 설악면 유명산길 124-34,37.59200697,127.48559159999999,스포츠
포천시,위크온 글램핑,010-9850-3433,경기도 포천시 이동면 늠바위길 201-3,38.02933754,127.3879246,스포츠
용인시,우리들 캠핑장,070-8832-4442,경기도 용인시 처인구 원삼면 좌항리 224-1,37.20769531,127.30988020000001,스포츠
연천군,한탄강오토캠핑장,031-833-0030,경기도 연천군 전곡읍 선사로 76,38.00887944,127.05886389999999,스포츠
용인시,싱글벙글캠핑장,010-4611-4246,경기도 용인시 처인구 이동읍 상덕로 95-62,37.21207947,127.1586666,스포츠
가평군,에뜨유명산 오토캠핑장,010-2559-6792,경기도 가평군 설악면 유명산길 124-17,37.591971,127.4862939,스포츠
안산시,고래숲관광농원,010-7672-2447,"경기도 안산시 단원구 장불길 14, 고래숲(대부남동)",37.20036344,126.56164009999998,스포츠
포천시,달빛글램핑,010-9030-3294,경기도 포천시 일동면 사기막길 67-6,37.96504399,127.33766899999999,스포츠
가평군,올덴 펜션,010-8073-1877,경기도 가평군 청평면 고재길 262-64,37.70199768,127.5168574,스포츠
가평군,캠플레이 캠핑장,010-4947-3333,경기도 가평군 상면 상동리 250-2,37.78074798,127.28875320000002,스포츠
안성시,집보다 캠핑장,010-5416-0338,경기도 안성시 양성면 도라지길 29-28,37.05998715,127.18281200000001,스포츠
가평군,가평 칼봉산카라반펜션,010-2210-1357,경기도 가평군 가평읍 경반안로 229,37.82732697,127.48243240000001,스포츠
양주시,전원일기마을캠핑장,031-871-9253,경기도 양주시 장흥면 삼하리 210-2,37.67277025,126.90985249999999,스포츠
포천시,아버지의숲 산정캠프,010-5272-9141,경기도 포천시 영북면 산정호수로 558-1,38.05478166,127.3227443,스포츠
포천시,파피루스 캠핑장,010-3357-4500,경기도 포천시 영중면 성동리 75,38.02688199,127.28222609999999,스포츠
여주시,흙의 사랑 캠핑장,070-4633-2899,경기도 여주시 능서면 중부대로 2545-74 흙의 사랑 캠핑장,37.30350392,127.58139140000002,스포츠
가평군,홀리데이캠프캠핑장,010-3722-8513,경기도 가평군 설악면 유명로 654-82,37.60363516,127.49451670000002,스포츠
연천군,한탕강소나무캠핑,010-9511-9966,경기도 연천군 전곡읍 전곡리 58-8,38.01626049,127.0771978,스포츠
가평군,한송오토캠핑장,010-4755-0432,경기도 가평군 설악면 묵안로 1016,37.600691600000005,127.53532299999999,스포츠
가평군,하늘숲글램핑파크,010-2889-8238,경기도 가평군 북면 화악산로 254-38,37.90449114,127.56206270000001,스포츠
가평군,플로렌스글램핑&캠핑,010-2925-1020,경기도 가평군 북면 보안벚꽃길 54,37.89280679,127.55039529999999,스포츠
양평군,플라워카라반펜션,010-7118-5432,경기도 양평군 석산로 1543-9,37.64622003,127.61699499999999,스포츠
포천시,비둘기낭캠핑장,031-540-6501,경기도 포천시 영북면 비둘기낭길 116,38.07722686,127.22208059999998,스포츠
연천군,평화강변수목캠핑장,031-835-7394,경기도 연천군 미산면 어삼로 137-11,38.018930499999996,126.9778813,스포츠
안성시,샤토안오토캠핑장,031-675-6675,경기도 안성시 서운면 인리 330-7,36.93719748,127.26813090000002,스포츠
안성시,캠핑코리아,010-9299-7784,경기도 안성시 금광면 진안로 165-16,36.96128357,127.3726932,스포츠
안성시,안성잔디팜캠핑장,031-675-7433,경기도 안성시 금광면 연내동길 138-37,36.97146184,127.382327,스포츠
파주시,캠프예그리나,010-3160-1973,경기도 파주시 광탄면 쇠장이길 56,37.77700576,126.90942220000001,스포츠
파주시,하늘연캠핑장,010-4590-1051,경기도 파주시 적성면 마지초교길 22-61,37.95118847,126.921655,스포츠
양주시,양주감악산캠핑장,010-3460-4749,경기도 양주시 남면 감악산로 632-32,37.91418579,126.95658619999999,스포츠
용인시,용인 미르힐,010-8799-9771,경기도 용인시 처인구 모현면 초부로 215-7,37.315449799999996,127.26521100000001,스포츠
양주시,양주산막골캠핑장,031-871-0058,경기도 양주시 백석읍 기산로 414-20,37.7748463,126.93781580000001,스포츠
수원시,광교호수공원 가족캠핑장,031-548-0075,경기도 수원시 영통구 광교호수로 57,37.27498862,127.0652692,스포츠
파주시,임진강리조트,031-959-1318,경기도 파주시 파평면 청송로550,37.93777543,126.8703676,스포츠
김포시,김포한강오토캠핑장,031-989-1000,경기도 김포시 하성면 월하로912번길 64,37.70259638,126.65276570000002,스포츠
이천시,이천캠핑랜드,031-633-0700,경기도 이천시 율현동 이섭대천로941번길 49-44,37.25246123,127.43970530000001,스포츠
양평군,용문산 자연휴양림,031-775-4005,경기도 양평군 양평읍 약수사길 78-14,37.51604878,127.51941809999998,스포츠
양평군,대명레저산업 양평,031-1588-4888,경기도 양평군 개군면 신내길7번길 55,37.46926489,127.5326148,스포츠
부천시,야인시대캠핑장,031-1899-5584,경기도 부천시 원미구 길주로 1,37.50867185,126.7437361,스포츠
여주시,이포보 오토&웰빙캠핑장,031-881-6384,경기도 여주시 대신면 천서리,,,스포츠
포천시,명성산글램핑,031-536-4066,경기도 포천시 영북면 산정호수로 1017,38.09017923,127.31970530000001,스포츠
포천시,천보산자연휴양림오토캠핑장,031-544-6678,경기도 포천시 원동교길 303,37.85333556,127.1214253,스포츠
광명시,광명도덕산캠핑장,02-2610-7370,경기도 광명시 밤일안로42번길 69,37.45959871,126.860638,스포츠
가평군,이지캠핑장,031-585-3103,경기도 가평군 설악면 유명로 2110,37.69555664,127.4602537,스포츠
가평군,동물카라반펜션,010-8604-0999,경기도 가평군 상면 임초밤안골로 313,37.74713557,127.35999679999999,스포츠
양평군,스톤힐,010-2705-8512,경기도 양평군 양평읍 양근골안길17번길 2-24,37.50057323,127.48710259999999,스포츠
양평군,산음자연휴양림,031-774-8133,경기도 양평군 단월면 고북길 347,37.59613913,127.5752068,스포츠
연천군,나린오토캠핑장,010-2955-6078,경기도 연천군 미산면 어삼로 391-81,38.01863382,126.97199340000002,스포츠
양평군,용문산야영장,010-3267-0279,경기도 양평군 용문면 용문산로 684,37.54729164,127.57982179999999,스포츠
파주시,율곡 캠핑장,010-5353-8989,경기도 파주시 파평면 장승배기로 390-217,37.89176915,126.82878190000001,스포츠
파주시,명학산 캠핑장,010-5062-1911,경기도 파주시 파주읍 향양리 4-1 명학산 캠프(캠핑장),37.85096494,126.83119930000001,스포츠
여주시,팜스퀘어,010-4367-1284,경기도 여주시 능현2길 59-46,37.26767639,127.651551,스포츠
여주시,여주 인디언 캠핑장,010-2689-1221,경기도 여주시 현암동 평장길 74 인디언 캠핑장,,,스포츠
여주시,해여림빌리지,031-882-1700,경기도 여주시 산북면 해여림로 78,37.39171684,127.4383399,스포츠
여주시,여주 카라반 체험장,02-2002-9843,경기도 여주시 점동면 선사길 321,37.23807311,127.68418700000001,스포츠
부천시,아인스월드캠핑,032-320-6000,경기도 부천시 도약로1,37.51315207,126.74522979999999,스포츠
양주시,안태울캠핑장,031-871-1388,경기도 양주시 광적면 화합로81번길 375-66,37.87202291,126.9507108,스포츠
양주시,비타민 캠핑장,031-876-3377,경기도 양주시 백석읍 기산로440번길 110-43,37.77033572,126.9369757,스포츠
연천군,힐링카라반,031-835-6000,경기도 연천군 장남면 장백로330번길 46-97,37.99247126,126.89033140000001,스포츠
이천시,테르메덴숲속카라반,031-645-2000,경기도 이천시 모가면 사실로 984,37.19472901,127.44594850000001,스포츠
용인시,나인힐스 구봉산오토캠핑장,010-3043-8822,경기도 용인시 처인구 원삼면 목산리 83,37.11720571,127.3116147,스포츠
가평군,가평카라반캠핑농원,010-8780-2991,경기도 가평군 가평읍 문화로 291-25,37.83871182,127.5043074,스포츠
포천시,자일랜드 글램핑펜션,070-7760-0393,경기도 포천시 영북면 호국로4350번길 154-187,38.10550308,127.3096644,스포츠
김포시,솔내음캠핑장,031-997-3775,경기도 김포시 통진읍 절골로127번길 32-90,37.68954964,126.58112009999999,스포츠
포천시,깊이울 캠핑장,,경기도 포천시 신북면 깊이울로 141,37.92372605,127.1753152,스포츠
가평군,산장관광지,031-8078-8057,경기도 가평군 상면 덕현상장길 74,,,스포츠
가평군,아리움캠핑장,031-584-1279,경기도 가평군 상면 왕대벌길 147,37.76914285,127.3731718,스포츠
가평군,유명산 자연휴양림,031-589-5487,경기도 가평군 설악면 유명산길 79-53,37.59322435,127.49119850000001,스포츠
양평군,산음캠핑,031-772-3054,경기도 양평군 단월면 고북길 76-23,37.59989986,127.59702949999999,스포츠
가평군,캠핑어클락,031-585-3509,경기도 가평군 조종면 연인산로474번길 27,37.8472648,127.37755049999998,스포츠
양평군,별자리캠핑장,010-4317-0808,경기도 양평군 서종면 서정로 361-3,37.597717100000004,127.42575459999999,스포츠
양평군,꿈의 마을 캠핑장,010-3463-0574,경기도 양평군 청운면 황정2길 98-9,37.55791685,127.7221875,스포츠
포천시,353캠핑,031-535-2250,경기도 포천시 영북면 산정호수로 1004,38.08920746,127.3207568,스포츠
가평군,리스캐빈,010-5261-3731,경기도 가평군 설악면 유명산길 61-19,37.59691995,127.49199099999998,스포츠
양평군,중미산자연휴양림,031-771-7166,경기도 양평군 옥천면 중미산로 11,37.60412999,127.35329779999999,스포츠
가평군,포시즌캠핑장,010-3201-3940,경기도 가평군 상면 청군로 1640,37.82727235,127.3203241,스포츠
여주시,예터캠핑&엘리스숲미술관,010-5717-1572,경기도 여주시 점동면 오갑산길 148-124,37.16459716,127.6911044,스포츠
양평군,X_LIFE,010-3796-9901,경기도 양평군 옥천면 용천리 산29-1,37.5608229,127.5113068,스포츠
양평군,양평칠읍산밸리,010-5441-4477,경기도 양평군 용문면 화전로266번길 10-5,37.46691548,127.60471670000001,스포츠
포천시,아침햇살수련원,031-533-0573,경기도 포천시 관인면 찬우물길 201-47,38.1617161,127.2745429,스포츠
화성시,경기도사격테마파크,031-352-6056,경기도 화성시 양감면 사격장길 142,37.09391602,126.9565242,스포츠
여주시,아리수 수상레저,010-7136-7768,경기도 여주시 현암동 637-42번지,37.30735177,127.6320256,스포츠
광주시,곤지암리조트,02-1661-8787,경기도 광주시 도척면 도척윗로 278,37.33749238,127.29632279999998,스포츠
광주시,경기도 청소년 야영장,031-763-9140,경기도 광주시 퇴촌면 우산리 388-3,37.42403211,127.37699350000001,스포츠
용인시,신갈승마클럽,031-286-6490,경기도 용인시 기흥구 지삼로201번길 9,37.24103718,127.1359981,스포츠
의정부시,의정부실내빙상장,031-850-5708,경기도 의정부시 체육로 136,37.7587943,127.0238429,스포츠
용인시,에어필드,031-322-7479,경기도 용인시 처인구 모현면 초부로 191-8,37.31481976,127.26117269999999,스포츠
화성시,글램비 글램핑,031-357-7263,경기도 화성시 서신면 해안길 80,37.16864358,126.6276763,스포츠
파주시,파주스피드파크,031-959-0420,경기도 파주시 파평면 덕천리 261-1,37.93602457,126.8716115,스포츠
김포시,김포조각공원사계절썰매장,031-981-7300,경기도 김포시 월곶면 용강로13번길 38,37.72080335,126.5522088,스포츠
광주시,한솔캠핑농장,010-5388-5873,경기도 광주시 도척면 도척로584번길 86-10,37.30034339,127.3288405,스포츠
오산시,맑음터공원 물놀이장,031-8031-6487,경기도 오산시 누읍동 115-1,37.13658643,127.06319479999999,스포츠
용인시,골드펫글램핑,031-286-9111,경기도 용인시 기흥구 고매동 5-73,37.22101641,127.13874320000001,스포츠
안산시,베르아델 승마클럽,032-882-2255,경기도 안산시 단원구 대부 남동 말부흥 7-11,,,스포츠
시흥시,작은 쉼터 캠핑장,031-431-6660,경기도 시흥시 죽율로 25,37.34863265,126.7588817,스포츠
광명시,광명스피돔,02-2067-5114,경기도 광명시 광명로 721,37.46682498,126.8453442,스포츠
광명시,광명국민체육센터,02-2680-2276,경기도 광명시 사성로 74(철산동 63),37.48680176,126.8656773,스포츠
파주시,임진각 평화누리 캠핑장,031-1670-3856,경기도 파주시 문산읍 임진각로 148-40,37.89204436,126.7447898,스포츠
광주시,팀업캠퍼스 THE 포레스트(4-Rest) 캠핑장,031-763-4114,경기도 광주시 곤지암읍 경충대로 729,37.35252631,127.3236071,스포츠
파주시,임진각 아트스페이스 BEAT 131,070-4405-3323,경기도 파주시 문산읍 마정리 1400-5,37.89037638,126.7367402,스포츠
파주시,자유의 다리,031-940-4354,경기도 파주시 문산읍 마정리 1297-16,37.89068819,126.7391832,스포츠
파주시,임진각 장단역 증기기관차,031-953-4744,경기도 파주시 문산읍 마정리 1400-5,37.89037638,126.7367402,스포츠
파주시,임진각 평화누리공원,031-956-8300,경기도 파주시 문산읍 마정리 618-13,37.89326843,126.74900790000001,스포츠
화성시,제부도,031-369-1673,경기도 화성시 서신면 제부리 224,37.17179362,126.6208747,스포츠
화성시,제부도 워터워크,031-369-1673,경기도 화성시 서신면 제부로 235-1,37.17404108,126.6573183,스포츠
화성시,제부도 아트파크,031-369-1673,경기도 화성시 서신면 제부리,,,스포츠
화성시,제부도 경관벤치,031-369-1673,경기도 화성시 서신면 해안산책로,,,스포츠
화성시,제부도 탑재산 전망대,031-369-1673,경기도 화성시 서신면 제부리,,,스포츠
광주시,경기도 청소년 야영장,031-763-9140,경기도 광주시 퇴촌면 천진암로 1243,37.42210828,127.3767318,스포츠
가평군,은빛물결캠핑장,010-8003-8145,경기도 가평군 조종면 대보간선로260,37.80116868,127.36667630000001,스포츠
가평군,캡틴카라반&글램핑,010-5334-8883,경기도 가평군 상면 청군로 776-22,37.78072316,127.3715962,스포츠
포천시,소도캠핑장,010-6338-6188,경기도 포천시 일동 무리울길 28-28,37.95693648,127.3341808,스포츠
포천시,광릉숲이야기 관광농원/캠핑장,010-5694-7994,"경기도 포천시 소흘읍 직동리 76-4, 76-6",37.76681114,127.16997350000001,스포츠
남양주시,더드림핑&웨이브서프,010-8893-9088,경기도 남양주시 화도읍 북한강로 1630-18,37.65266842,127.36943629999999,스포츠
수원시,스포츠아일랜드,031-259-2154,경기도 수원시 팔달구 창룡대로210번길 41,37.29011614,127.0350031,스포츠
의정부시,장암아일랜드캐슬,031-894-0300,경기도 의정부시 장곡로 22,37.70782195,127.0531328,스포츠
여주시,복합테마파트 팜스퀘어,010-7769-5668,경기도 여주시 금사면 금품2로 835-64,37.38406214,127.500418,스포츠
파주시,기산 오토캠핑&한옥펜션,031-957-8010,경기도 파주시 광탄면 기산로 207-31,37.77539193,126.9220507,스포츠
양주시,범산골캠핑장,,경기도 양주시 광적면 비암리 757-10,37.80422165,126.91410149999999,스포츠
포천시,백운힐링 캠핑장,,경기도 포천시 이동면 포화로 320-1,38.07620214,127.4182386,스포츠
용인시,용인 자연휴양림 야영장,031-336-0040,경기도 용인시 처인구 모현면 초부로 220,37.31577253,127.2688892,스포츠
파주시,반디캠프,031-941-2121,경기도 파주시 광탄면 기산리 470-2,37.77482723,126.9208514,스포츠
양평군,용문산관광지 야영장,,경기도 양평군 용문산로 684-0,37.54729164,127.57982179999999,스포츠
가평군,와이캠핑장,031-584-9878,경기도 가평군 청평면 강변로 115,37.73170987,127.4247812,스포츠
포천시,가래골농원 캠핑장,010-9031-7410,경기도 포천시 창수면 추동리 819-2,37.99373827,127.15922069999999,스포츠
파주시,JB 캠핑하우스,,경기도 파주시 적성면 감악산로 1270-54 JB 캠핑하우스,37.96143523,126.9270047,스포츠
양평군,서종힐링캠핑장,,경기도 양평군 화서로 532-6,37.647814399999994,127.42638490000002,스포츠
포천시,글램핑클럽레스피아 in 포천백운계곡(구 HJ글램핑),010-2916-3456,경기도 포천시 이동면 화동로 2440-34,38.05958422,127.38753659999999,스포츠
가평군,포세이돈수상레져,031-585-7461,경기도 가평군 청평면 고재길 262-101,37.70147474,127.51793500000001,스포츠
가평군,캠프통아일랜드,031-584-2624,경기도 가평군 청평면 호반로 976,37.71056054,127.4844341,스포츠
화성시,퀸승마클럽,031-294-3744,경기도 화성시 봉담읍 매봉로 218,37.23075725,126.9256702,스포츠
화성시,홀스메이트 승마장,031-293-0277,경기도 화성시 매송면 화성로 2337-6,37.25195811,126.92197990000001,스포츠
연천군,YC글램핑,010-5097-6446,경기도 연천군 미산면 백석리 산 68-1,38.038143299999994,126.9659635,스포츠
포천시,나무새 캠핑장,010-9907-0997,경기도 포천시 신북면 간자동길 138-74,37.97153559,127.1518101,스포츠
연천군,연천재인폭포오토캠핑장,031-834-7271,경기도 연천군 연천읍 현문로 508번길 140,38.06450023,127.12740759999998,스포츠
가평군,황토은펜션&글램핑펜션,031-584-2963,경기도 가평군 설악면 장수로79번길 63-18,37.60779908,127.51025349999999,스포츠
포천시,담터오지 캠핑장,033-455-7064,경기도 포천시 관인면 삼율리 산341,38.16637518,127.1877351,스포츠
양주시,휴리조트,031-845-1111,경기도 양주시 만송로366번길 215-29,37.78499904,127.09991240000001,스포츠
양평군,솔뜰캠핑장,010-9069-9670,경기도 양평군 옥천면 사기점길 53,37.54130249,127.4690179,스포츠
가평군,유명산힐링캠프,010-8344-2404,경기도 가평군 설악면 어비산길 201-62,37.59088944,127.51318490000001,스포츠
포천시,유식물원 오토캠핑장,031-536-9922,경기도 포천시 신북면 간자동길 138-100,37.97287335,127.15007320000001,스포츠
양평군,에덴펜션캠핑장,010-5317-4809,경기도 양평군 서종면 중미산로 491,37.60288521,127.3946399,스포츠
파주시,심학산야영장 글램핑가든,010-3412-8023,경기도 파주시 돌곶이길 57,37.71392642,126.6966237,스포츠
가평군,가평별빛누리글램핑,010-3731-7331,경기도 가평군 상면 청군로 261,37.75386942,127.40641389999999,스포츠
가평군,온더락,010-7373-4996,경기도 가평군 상면 행현리 480-2,37.7598243,127.3583608,스포츠
가평군,여우가 달을 사랑할때,031-582-4240,경기도 가평군 가평읍 태봉두밀로596번길 78-16,37.81189551,127.43094840000002,스포츠
파주시,별난독서 캠핑장,031-959-9506,경기도 파주시 법원읍 술이홀로 1315,37.88497225,126.87778840000001,스포츠
의정부시,서울YMCA 다락원 캠프장,031-873-5624,경기도 의정부시 호원동 산119번지,,,스포츠
안성시,금광관광농원 캠핑장,010-8874-5228,경기도 안성시 금광면 현곡리 589,36.95858416,127.3624545,스포츠
가평군,용수 그린랜드,010-3888-9482,경기도 가평군 조종면 운악청계로491번길 87,37.85390908,127.34799579999999,스포츠
양주시,일영모자농원캠핑장,031-855-5081,경기도 양주시 장흥면 유원지로 316,37.70849959,126.9530091,스포츠
동두천시,놀터글램핑,031-867-1220,경기도 동두천시 신천로 274-57,37.9413485,127.05237109999999,스포츠
용인시,한터팜오토캠핑장,010-8850-9222,경기도 용인시 처인구 양지면 한터로 432-12,37.26072762,127.25272759999999,스포츠
용인시,꽃주렁나무주렁캠핑장,010-3129-7305,경기도 용인시 처인구 이동면 어비리 205,37.11441968,127.2091488,스포츠
용인시,힐포인트 애견글램핑,070-7761-4882,경기도 용인시 수지구 동천로 541,37.35136177,127.05278159999999,스포츠
용인시,마운틴캠핑장,010-2363-3245,경기도 용인시 처인구 원삼면 죽능리 26-34,37.13517796,127.32861650000001,스포츠
용인시,연미향마을 캠핑장,010-6800-4639,경기도 용인시 처인구 원삼면 독성리 23-3,37.15619281,127.33053999999998,스포츠
용인시,별아래 캠핑장,031-332-5501,경기도 용인시 처인구 양지면 한터로662번길 34-34,37.25613177,127.2760294,스포츠
용인시,다누리골테마파크,031-307-2537,경기도 용인시 처인구 이동면 묘봉로 277번길 41,37.12937245,127.2435074,스포츠
용인시,용인랜드숲속캠핑장,010-2481-3344,경기도 용인시 처인구 양지면 한터로454번길 33-17,37.25887312,127.25824820000001,스포츠
용인시,캐리비안캠프,010-9900-1600,경기도 용인시 처인구 포곡읍 전대리 457-2,37.28446342,127.20865490000001,스포츠
용인시,구봉산오토캠핑장,010-5794-8823,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,37.11773924,127.31323459999999,스포츠
용인시,숲속에 안뜰,010-6639-6701,경기도 용인시 처인구 원삼면 사암리 82-1,37.18302131,127.30842120000001,스포츠
용인시,우리꽃 캠핑장,010-6216-9847,경기도 용인시 기흥구 신정로301번길 65,37.29619186,127.0938845,스포츠
용인시,용인자연휴양림,031-336-0040,경기도 용인시 처인구 모현면 초부로220,37.31577253,127.2688892,스포츠
파주시,하늘연캠핑장,010-4590-1051,경기도 파주시 적성면 마지초교길 22-61,37.95118847,126.921655,스포츠
가평군,클럽노블픽,031-584-5588,경기도 가평군 청평면 모꼬지로 154,37.68925351,127.36916809999998,스포츠
안산시,카라반랜드,010-8583-1759,경기도 안산시 단원구 수영목길 27-75,37.2154081,126.59532150000001,스포츠
포천시,산정호수 가족글램핑장,010-3024-6222,경기도 포천시 영북면 산정호수로411번길 13,38.06602946,127.3167549,스포츠
안성시,산우물쉼터캠핑장,070-8878-5532,경기도 안성시 양성면 산정산우물길 172-16,37.08369407,127.19283940000001,스포츠
양주시,장흥수목원 캠핑장,031-855-1053,경기도 양주시 장흥면 권율로309번길 169,37.74553743,126.94968329999999,스포츠
연천군,캠핑브릿지,010-9391-2360,경기도 연천군 장남면 술이홀로63번길41-17,37.97069138,126.89111489999999,스포츠
파주시,임진강 폭포어장캠핑장,031-959-2222,경기도 파주시 파평면 청송로 550,37.93777543,126.8703676,스포츠
여주시,이포보웰빙캠핑장,031-883-6384,경기도 여주시 대신면 천서리 755,37.39358892,127.54828540000001,스포츠
가평군,이우글램핑&오토캠핑장,031-585-8740,경기도 가평군 상면 원흥리 466,37.81548041,127.3237324,스포츠
동두천시,산야초 자연캠핑장,,경기도 동두천시 광암동 쇠목길 320 산야초 자연캠핑장,37.90660183,127.1074338,스포츠
파주시,은사시캠핑장,010-5031-4995,경기도 파주시 적성면 자장로 115,37.95649857,126.84459609999999,스포츠
양주시,비타민 캠핑장,031-871-3388,경기도 양주시 백석읍 기산로440번길 110-43 비타민 캠핑장,37.77033572,126.9369757,스포츠
가평군,보리산 캠핑장,031-585-6050,경기도 가평군 설악면 한서로 421-259,37.669085100000004,127.5373737,스포츠
가평군,유명산 파크밸리,010-3119-3525,경기도 가평군 설악면 유명로 626,37.60218394,127.4935425,스포츠
가평군,위크팜글램핑,010-2011-0314,경기도 가평군 상면 원흥길 41,37.81810452,127.32535690000002,스포츠
평택시,울성캠핑낚시터,010-9245-4894,경기도 평택시 울성길 237-20,37.01633234,127.0591255,스포츠
연천군,물꽃 캠핑장,010-3627-2781,경기도 연천군 군남면 청정로 2122 물꽃 캠핑장,38.03773976,127.02900520000001,스포츠
평택시,진위천유원지 오토캠핑장,031-665-6231,경기도 평택시 진위면 진위서로 264-15,37.09814524,127.08648149999999,스포츠
파주시,기산 오토캠핑&한옥펜션,031-957-8010,경기도 파주시 광탄면 기산로 207-31,37.77539193,126.9220507,스포츠
양주시,글램핑코리아 애견캠핑장,02-546-5522,경기도 양주시 백석읍 권율로 848,37.77383876,126.96138490000001,스포츠
파주시,동화힐링캠프,031-952-2002,경기도 파주시 파평면 파평산로363번길 32-9,37.89223535,126.84110600000001,스포츠
양주시,미술관 옆 캠핑장,031-828-9881,경기도 양주시 장흥면 석현리 394,37.73106195,126.9496202,스포츠
고양시,어썸타운,02-712-5999,경기도 고양시 덕양구 내유길 178-1,37.72360868,126.86713540000001,스포츠
안산시,탄도항 노을펜션 캠핑장,032-888-0711,경기도 안산시 단원구 대부황금로 17-2,37.19441776,126.6454752,스포츠
의왕시,왕송호수 캠핑장,031-8086-7371,경기도 의왕시 왕송못동로 307,37.30710897,126.95315420000001,스포츠
김포시,동막골 캠핑장,010-5251-8066,경기도 김포시 월곶면 문수산로252번길 19,37.75115055,126.536702,스포츠
남양주시,힐링별밤수목원캠핑장,010-8957-0012,경기도 남양주시 수동면 비룡로 1516-19,37.74965146,127.27374429999999,스포츠
안양시,병목안캠핑장,031-389-5299,경기도 안양시 만안구 병목안로247번길 37,37.38266439,126.9103827,스포츠
양평군,산음숲자연학교캠프장,031-771-2504,경기도 양평군 단월면 봉미산샘골길 1 산음숲자연학교,37.60544904,127.60078670000001,스포츠
양평군,양평 산울림오토캠핑장,010-4233-5682,경기도 양평군 양동면 불개터길 65-19,37.39279675,127.76109299999999,스포츠
가평군,화악산 네스트펜션 캠핑장,010-4588-6364,경기도 가평군 북면 화악산로 943-50,37.93628017,127.5413209,스포츠
포천시,포천 썬오브캠핑장,031-542-5420,경기도 포천시 이동면 금강로6263번길 14,38.0879495,127.3897054,스포츠
포천시,포천 자연마을 서울캠핑장,031-533-9535,경기도 포천시 관인면 북원로 371-115,38.12375565,127.2525946,스포츠
여주시,흙의 사랑 캠핑장,010-8301-2299,경기도 여주시 능서면 번도리 239-1,37.30350392,127.58139140000002,스포츠
양평군,갈기산캠핑장,010-2476-3657,경기도 양평군 청운면 신론새터길 23,37.55954895,127.7885646,스포츠
양평군,와글와글 캠핑스토리 캠프산음,031-772-4707,경기도 양평군 단월면 석산로 837,37.59999168,127.6055713,스포츠
양평군,소노문양평(구대명리조트양평)별헤는밤캠핑장,031-770-7516,경기도 양평군 개군면 신내길7번길 55,37.46926489,127.5326148,스포츠
양평군,청운오토캠핑장,031-775-1231,경기도 양평군 청운면 수풀길 37,37.54278235,127.7025365,스포츠
양평군,양평 오커빌리지,031-775-5071,경기도 양평군 용문면 장수길 22,37.50883995,127.56437,스포츠
여주시,파인글램핑,031-883-7103,경기도 여주시 가남읍 경충대로 1483-25,37.21488363,127.5317723,스포츠
남양주시,수산아카데미캠핑장,031-592-6827,경기도 남양주시 수동면 철마산로 316-31,37.71909672,127.26469180000001,스포츠
양주시,대궐오토캠핑장,031-871-8989,경기도 양주시 백석읍 기산로440번길 177,37.76872494,126.9394063,스포츠
양주시,기산골캠핑장,031-876-0766,경기도 양주시 백석읍 기산로 413,37.77670033,126.93537169999999,스포츠
연천군,연천수영장펜션,010-8641-5181,경기도 연천군 신서면 연신로 1622-1,38.21459762,127.13923190000001,스포츠
이천시,청암관광농원&글램핑,031-632-5082,경기도 이천시 부발읍 황무로 1720번길 74,37.26748383,127.5162638,스포츠
양평군,금물산하늘소캠프,,경기도 양평군 청운면 삼백골길 45,37.54945741,127.79075590000001,스포츠
